text,gold_labels,generated
A case of a 53-year-old man who developed acute pneumonitis after bleomycin and moderate oxygen administration is presented.,"[['bleomycin', 'acute pneumonitis'], ['oxygen', 'acute pneumonitis']]","[['bleomycin', 'acute pneumonitis'], ['oxygen', 'acute pneumonitis']]"
Acute renal failure most likely was secondary to the nephrotoxic effect of captopril on chronically hypoperfused kidneys.,"[['captopril', 'Acute renal failure']]","[['captopril', 'Acute renal failure'], ['captopril', 'nephrotoxic effect']]"
"Chronic myelogenous leukemia (CML), hepatitis C, and interferon alpha (IFNalpha) have all been associated with renal dysfunction.","[['IFNalpha', 'renal dysfunction'], ['interferon alpha', 'renal dysfunction']]","[['IFNalpha','renal dysfunction'], ['interferon alpha','renal dysfunction'], ['CML','renal dysfunction'], ['IFNalpha', 'hepatitis C'], ['interferon alpha', 'hepatitis C'], ['IFNalpha', 'hepatitis C'], ['interferon alpha', 'hepatitis C'], ['IFNalpha', 'hepatitis C'], ['interferon alpha', 'hepatitis C'], ['IFNalpha', 'hepatitis C'], ['interferon alpha', 'hepatitis C'], ['IFNalpha', 'hepatitis C'], ['interferon alpha', 'hepatitis C'], ['IFNalpha', 'hepatitis C'], ['interferon alpha', 'hepatitis C'], ["
RESULTS: Three patients who developed symptoms of inflammatory bowel disease (IBD) during rofecoxib exposure are described along with pathology findings.,"[['rofecoxib', 'IBD'], ['rofecoxib', 'inflammatory bowel disease']]","[['rofecoxib', 'inflammatory bowel disease'], ['rofecoxib', 'IBD']]"
A 53-year-old man developed lower leg edema 4 weeks after rosiglitazone was increased from 4 mg once/day to 4 mg twice/day.,"[['rosiglitazone', 'lower leg edema']]","[['rosiglitazone', 'lower leg edema']]"
Severe histological osteomalacia developed in a woman with Crohn's disease 2 years after ileal resection and the start of cholestyramine therapy.,"[['cholestyramine', 'osteomalacia']]","[['cholestyramine', 'Severe histological osteomalacia']]"
"Mequitazine seemed to play a part similar to chlorpromazine, and absence of mequitazine-induced photosensitivity may be due to a relatively low dosage of the drug.","[['mequitazine', 'photosensitivity']]","[['chlorpromazine', 'photosensitivity'], ['mequitazine', 'photosensitivity']]"
We present the case of a 5-year-old girl who developed bilateral vocal cord paralysis following preoperative peritonsillar bupivacaine infiltration.,"[['bupivacaine', 'bilateral vocal cord paralysis']]","[['bupivacaine', 'bilateral vocal cord paralysis']]"
The authors conclude that among patients taking high doses of oral niacin only those who experience visual symptoms need to be ophthalmologically evaluated.,"[['niacin', 'visual symptoms']]","[['niacin', 'visual symptoms']]"
"Four days after intravenous Zoledronic acid, the patient presented to emergency room with complaints of carpopedal spasm and bronchospasm.","[['Zoledronic acid', 'bronchospasm'], ['Zoledronic acid', 'carpopedal spasm']]","[['Zoledronic acid', 'carpopedal spasm'], ['Zoledronic acid', 'bronchospasm']]"
"Rofecoxib, used for dysmenorrhea, caused a herpetiform fixed drug eruption predominantly involving the lips with classic clinical and histological findings in a red-brown lesion on the dorsal hand.","[['Rofecoxib', 'herpetiform fixed drug eruption'], ['Rofecoxib', 'red-brown lesion']]","[['Rofecoxib', 'herpetiform fixed drug eruption']]"
Severe acute encephalopathy following inadvertent intrathecal doxorubicin administration.,"[['doxorubicin', 'Severe acute encephalopathy']]","[['doxorubicin', 'Severe acute encephalopathy']]"
RESULTS: A male and a female patient with spasticity treated with intrathecal baclofen were recognized to have sexual dysfunction side effects from treatment.,"[['baclofen', 'sexual dysfunction']]","[['baclofen','sexual dysfunction']]"
"Though proteinuria and nephrotic syndrome is a rare adverse effect of IFN-beta-1b therapy, physicians treating MS patients with this agent should pay careful attention to new clinical symptoms and laboratory findings.","[['IFN-beta-1b', 'nephrotic syndrome'], ['IFN-beta-1b', 'proteinuria']]","[['IFN-beta-1b', 'proteinuria'], ['IFN-beta-1b', 'nephrotic syndrome']]"
"A woman with a 20-year history of acral pustular psoriasis of Hallopeau and recurrent pustular lesions of the forearms and lower legs, developed a B-cell lymphoma of the lip following 4 1/2 years of treatment with razoxane.","[['razoxane', 'B-cell lymphoma']]","[['razoxane', 'B-cell lymphoma of the lip']]"
Clofazimine induced nail changes.,"[['Clofazimine', 'nail changes']]","[['Clofazimine', 'nail changes']]"
A 78-year-old man with a transvenous cardioverter defibrillator system developed frequent shocks during oral procainamide therapy.,"[['procainamide', 'shocks']]","[['procainamide', 'frequent shocks']]"
Cutaneous necrosis after injection of polyethylene glycol-modified interferon alfa.,"[['interferon alfa', 'Cutaneous necrosis']]","[['polyethylene glycol-modified interferon alfa', 'Cutaneous necrosis']]"
Patients with lymphoblastic lymphoma who had treatment with L-asparaginase and steroid are predisposed to the development of cortical venous thrombosis and may have this syndrome in addition to a dural puncture headache.,"[['L-asparaginase', 'cortical venous thrombosis'], ['L-asparaginase', 'dural puncture headache']]","[['L-asparaginase', 'cortical venous thrombosis'], ['steroid', 'cortical venous thrombosis'], ['L-asparaginase', 'dural puncture headache']]"
Pure red cell aplasia associated with fenoprofen.,"[['fenoprofen', 'Pure red cell aplasia']]","[['fenoprofen', 'Pure red cell aplasia']]"
"Renal failure appeared 8 to 17 days after beginning gentamicin therapy and was characterized by creatinine clearances 4 to 10 ml/min, urine to plasma creatinine ratios less than 20, urinary sodium concentrations 16 to 60 mEq/liter, proteinuria, and cylindruria.","[['gentamicin', 'Renal failure']]","[['gentamicin','renal failure'], ['gentamicin', 'proteinuria'], ['gentamicin', 'urinary sodium concentrations'], ['gentamicin', 'cylindruria'], ['gentamicin', 'creatinine clearances']]"
A 35-year-old female with borderline lepromatous (BL) leprosy who suffered from dapsone-induced erythroderma is reported.,"[['dapsone', 'erythroderma']]","[['dapsone', 'erythroderma']]"
Possible recurrence of amiodarone pulmonary toxicity following corticosteroid therapy.,"[['amiodarone', 'pulmonary toxicity']]","[['amiodarone', 'pulmonary toxicity']]"
Pamidronate therapy should be considered in patients with hypercalcemia secondary to acute vitamin D poisoning.,"[['vitamin D', 'acute vitamin D poisoning'], ['vitamin D', 'hypercalcemia']]","[['vitamin D', 'vitamin D poisoning'], ['vitamin D', 'hypercalcemia']]"
"A 61-year-old man developed clinical lupus syndrome with positive antinuclear antibody, positive lupus erythematosus (LE) cell preparation, and diffuse proliferative glomerulonephritis following 26 months of procainamide therapy.","[['procainamide', 'clinical lupus syndrome'], ['procainamide', 'diffuse proliferative glomerulonephritis'], ['procainamide', 'lupus erythematosus']]","[['procainamide', 'diffuse proliferative glomerulonephritis'], ['procainamide', 'clinical lupus syndrome'], ['procainamide', 'positive antinuclear antibody'], ['procainamide', 'positive lupus erythematosus (LE) cell preparation']]"
Lower extremity arterial insufficiency after long-term methysergide maleate therapy.,"[['methysergide maleate', 'arterial insufficiency']]","[['methysergide maleate', 'Lower extremity arterial insufficiency']]"
Two cases of childhood-onset schizophrenia associated with clozapine-induced akathisia responsive to beta-blocker treatment are described.,"[['clozapine', 'akathisia']]","[['clozapine', 'akathisia'], ['clozapine','schizophrenia']]"
DATA SYNTHESIS: A 49-year-old man developed symptoms of severe psychosis concomitant with ciprofloxacin (250 mg bid) treatment.,"[['ciprofloxacin', 'severe psychosis']]","[['ciprofloxacin','severe psychosis']]"
Development of an extensive skin rash following a single dose of MTX may be an early warning sign for life-threatening bone marrow aplasia.,"[['MTX', 'extensive skin rash']]","[['MTX', 'bone marrow aplasia'], ['MTX','skin rash']]"
In some cases this seems to happen because spironolactone causes diarrhoea.,"[['spironolactone', 'diarrhoea']]","[['spironolactone', 'diarrhoea']]"
"A patient with monocular open-angle glaucoma had trichiasis, a condition associated with the use of a prostaglandin analog.","[['prostaglandin', 'trichiasis']]","[['prostaglandin', 'trichiasis']]"
"Conversely, diffuse interstitial pulmonary fibrosis should be considered in the differential diagnosis of patients receiving methotrexate who develop bilateral pulmonary infiltrates seen on chest roentgenograms.","[['methotrexate', 'bilateral pulmonary infiltrates'], ['methotrexate', 'diffuse interstitial pulmonary fibrosis']]","[['methotrexate', 'bilateral pulmonary infiltrates'], ['methotrexate', 'diffuse interstitial pulmonary fibrosis']]"
"Therefore, parenteral amiodarone was implicated as the cause of acute hepatitis in this patient.","[['amiodarone', 'acute hepatitis']]","[['amiodarone', 'acute hepatitis']]"
Thrombotic thrombocytopenic purpura during penicillamine therapy in rheumatoid arthritis.,"[['penicillamine', 'Thrombotic thrombocytopenic purpura']]","[['penicillamine', 'Thrombotic thrombocytopenic purpura']]"
"The knowledge concerning VGB-associated visual dysfunction in pediatric patients, particularly in those who have been exposed to VGB in utero is limited.","[['VGB', 'visual dysfunction']]","[['VGB', 'visual dysfunction']]"
The cause is presumed to be secondary to hypercoagulability due to asparaginase-induced antithrombin III deficiency.,"[['asparaginase', 'antithrombin III deficiency']]","[['asparaginase', 'antithrombin III deficiency'], ['asparaginase', 'hypercoagulability']]"
"Tacrolimus (FK506), an immunosuppressant, has been associated with mutism in adults after liver transplant.","[['FK506', 'mutism'], ['Tacrolimus', 'mutism']]","[['FK506','mutism'], ['Tacrolimus','mutism']]"
"Toxicity, pharmacokinetics, and in vitro hemodialysis clearance of ifosfamide and metabolites in an anephric pediatric patient with Wilms' tumor.","[['ifosfamide', 'Toxicity']]","[['ifosfamide', 'Toxicity'], ['ifosfamide', 'Wilms' tumor']]"
"Clinicians should be aware that an erythematous and exfoliative rash may be induced by temozolomide, and be familiar with the pharmacologic and supportive measures necessary for its treatment.","[['temozolomide', 'exfoliative rash']]","[['temozolomide', 'erythematous and exfoliative rash']]"
Pneumonitis with pleural and pericardial effusion and neuropathy during amiodarone therapy.,"[['amiodarone', 'neuropathy'], ['amiodarone', 'pleural and pericardial effusion'], ['amiodarone', 'Pneumonitis']]","[['amiodarone', 'Pneumonitis with pleural and pericardial effusion and neuropathy']]"
We report the case of a 27-year-old Indian woman who developed maculopapular rash and angioedema secondary to carbamazepine administration.,"[['carbamazepine', 'angioedema'], ['carbamazepine', 'maculopapular rash']]","[['carbamazepine', 'angioedema'], ['carbamazepine','maculopapular rash']]"
Verapamil in effort-induced angina pectoris in patients with normal coronary arteries.,"[['Verapamil', 'angina pectoris']]","[['Verapamil', 'angina pectoris']]"
Acute myocardial infarction due to coronary spasm associated with L-thyroxine therapy.,"[['L-thyroxine', 'Acute myocardial infarction'], ['L-thyroxine', 'coronary spasm']]","[['L-thyroxine', 'coronary spasm'], ['L-thyroxine', 'Acute myocardial infarction']]"
Muzolimine-induced severe neuromyeloencephalopathy: report of seven cases.,"[['Muzolimine', 'severe neuromyeloencephalopathy']]","[['Muzolimine','severe neuromyeloencephalopathy']]"
Amiodarone was the third drug to induce AVT in this patient; she received 200 mg/day six days per week for six months.,"[['Amiodarone', 'AVT']]","[['Amiodarone', 'AVT']]"
We present a surprising case of a woman schizophrenic patient treated with clozapine suffering from EPS.,"[['clozapine', 'EPS']]","[['clozapine', 'EPS']]"
It has been suggested that PPE caused by cytarabine does not recur with subsequent cytarabine re-challenge.,"[['cytarabine', 'PPE']]","[['cytarabine', 'PPE']]"
Vitiligo associated with alpha-interferon in a patient with chronic active hepatitis C.,"[['alpha-interferon', 'Vitiligo']]","[['alpha-interferon', 'Vitiligo']]"
CONCLUSION: Anterior ischemic optic neuropathy may complicate treatment with interferon alfa.,"[['interferon alfa', 'Anterior ischemic optic neuropathy']]","[['interferon alfa', 'Anterior ischemic optic neuropathy']]"
Severe Raynaud's phenomenon with yohimbine therapy for erectile dysfunction.,"[['yohimbine', ""Severe Raynaud's phenomenon""]]","[['yohimbine', 'Raynaud's phenomenon']]"
We report a case of Ritalin-associated cataract and glaucoma.,"[['Ritalin', 'cataract'], ['Ritalin', 'glaucoma']]","[['Ritalin', 'cataract'], ['Ritalin', 'glaucoma']]"
"We report the case of a patient who developed polyserositis (pericardial effusion, pleural effusion, and pericarditis) after being started on clozapine, and whose symptoms remitted upon discontinuation of clozapine.","[['clozapine', 'pericardial effusion'], ['clozapine', 'pericardial effusion'], ['clozapine', 'pericarditis'], ['clozapine', 'pericarditis'], ['clozapine', 'pleural effusion'], ['clozapine', 'pleural effusion'], ['clozapine', 'polyserositis'], ['clozapine', 'polyserositis']]","[['clozapine', 'pericardial effusion'], ['clozapine', 'pericarditis'], ['clozapine', 'pericarditis'], ['clozapine', 'pericarditis'], ['clozapine', 'pericarditis'], ['clozapine', 'pericarditis']]"
