text,gpt3_generated_labels,gold_labels
simvastatin-induced rhabdomyolysis following cyclosporine treatment for uveitis.,"[['cyclosporine', 'simvastatin-induced rhabdomyolysis']]","[['cyclosporine', 'rhabdomyolysis'], ['simvastatin', 'rhabdomyolysis']]"
"this case presentation is of a patient who had the clinical appearance of epiglottitis, but actually had an oro-pharyngeal dystonic reaction to prochlorperazine.","[['prochlorperazine', 'epiglottitis']]","[['prochlorperazine', 'epiglottitis'], ['prochlorperazine', 'oro-pharyngeal dystonic reaction']]"
alprazolam-induced mania: two clinical cases.,"[['alprazolam', 'mania']]","[['alprazolam', 'mania']]"
it has been suggested that ppe caused by cytarabine does not recur with subsequent cytarabine re-challenge.,"[['cytarabine', 'ppe']]","[['cytarabine', 'ppe']]"
case: we present an 11-year old male with budd-chiari syndrome who experienced profound worsening of chronic aphthous ulcers after immunosuppressive therapy was changed from tacrolimus to sirolimus.,"[['sirolimus', 'chronic aphthous ulcers'], ['tacrolimus', 'chronic aphthous ulcers']]","[['sirolimus', 'worsening of chronic aphthous ulcers'], ['tacrolimus', 'worsening of chronic aphthous ulcers']]"
skin necrosis is a rare complication of subcutaneous heparin therapy that usually occurs at injection sites.,"[['heparin', 'skin necrosis']]","[['heparin', 'skin necrosis']]"
acute pancreatitis associated with danazol treatment for endometriosis.,"[['danazol', 'acute pancreatitis']]","[['danazol', 'acute pancreatitis']]"
establishment of diuresis with fluids and iv administration of calcium may provide successful treatment of magnesium toxicosis in horses.,"[['magnesium', 'diuresis']]","[['magnesium', 'magnesium toxicosis']]"
"we hypothesize that caffeine toxicity injured the muscle cells, which were fragile due to the potassium depletion induced by the coexisting hyponatremia, to result in unusually severe rhabdomyolysis.","[['caffeine', 'rhabdomyolysis']]","[['caffeine', 'caffeine toxicity'], ['caffeine', 'coexisting hyponatremia'], ['caffeine', 'injured the muscle cells'], ['caffeine', 'potassium depletion'], ['caffeine', 'rhabdomyolysis']]"
stupor from lamotrigine toxicity.,"[['lamotrigine', 'stupor']]","[['lamotrigine', 'stupor']]"
"a 52-year-old, white female developed low-grade fever, cough, and dyspnea after 8 weeks treatment with sodium aurothiomalate for rheumatoid arthritis.","[['sodium aurothiomalate', 'low-grade fever'], ['sodium aurothiomalate', 'cough'], ['sodium aurothiomalate', 'dyspnea']]","[['sodium aurothiomalate', 'cough'], ['sodium aurothiomalate', 'dyspnea'], ['sodium aurothiomalate', 'low-grade fever']]"
diphenhydramine-induced wide complex dysrhythmia responds to treatment with sodium bicarbonate.,"[['diphenhydramine', 'wide complex dysrhythmia']]","[['diphenhydramine', 'dysrhythmia']]"
conclusions: clinicians should be aware that crohn's disease is a potential novel adverse drug effect of copaxone.,"[['copaxone', ""crohn's disease""]]","[['copaxone', ""crohn's disease""]]"
"after having received gemcitabine on day 1 of the second course, the patient developed dry cough, subfebrile temperatures and dyspnea within 48 h.","[['gemcitabine', 'dyspnea'], ['gemcitabine', 'subfebrile temperatures']]","[['gemcitabine', 'dry cough'], ['gemcitabine', 'dyspnea'], ['gemcitabine', 'subfebrile temperatures']]"
methods: three patients with apparent itraconazole-induced liver injury were studied.,"[['itraconazole', 'liver injury']]","[['itraconazole', 'liver injury']]"
infant twins sustained severe circumoral and pharyngeal burns from a concentrated solution of benzalkonium (zephiran) chloride prescribed for treatment of candidiasis.,"[['zephiran', 'burns']]","[['benzalkonium', 'circumoral and pharyngeal burns'], ['zephiran', 'circumoral and pharyngeal burns']]"
we describe a case of ulcerative proctitis after ibuprofen treatment in a girl with juvenile systemic lupus erythematosus.,"[['ibuprofen', 'ulcerative proctitis']]","[['ibuprofen', 'ulcerative proctitis']]"
propoxyphene-induced wide complex dysrhythmia responsive to sodium bicarbonate therapy has not been previously reported in the literature.,"[['sodium bicarbonate', 'wide complex dysrhythmia']]","[['propoxyphene', 'wide complex dysrhythmia']]"
rosaceiform eruption induced by erlotinib.,"[['erlotinib', 'rosaceiform eruption']]","[['erlotinib', 'rosaceiform eruption']]"
painful neutrophilic skin lesions were observed in two children receiving granulocyte colony-stimulating factor (g-csf) for treatment of idiopathic neutropenia.,"[['g-csf', 'painful neutrophilic skin lesions']]","[['g-csf', 'neutrophilic skin lesions'], ['granulocyte colony-stimulating factor', 'neutrophilic skin lesions'], ['g-csf', 'painful'], ['granulocyte colony-stimulating factor', 'painful']]"
"a 44-year-old woman is described in whom amiodarone, disopyramide, and quinidine, administered alone separately, induced atypical ventricular tachycardia (avt, torsade de pointes).","[['amiodarone', 'atypical ventricular tachycardia'], ['disopyramide', 'atypical ventricular tachycardia'], ['quinidine', 'atypical ventricular tachycardia']]","[['amiodarone', 'atypical ventricular tachycardia'], ['disopyramide', 'atypical ventricular tachycardia'], ['quinidine', 'atypical ventricular tachycardia'], ['amiodarone', 'avt'], ['disopyramide', 'avt'], ['quinidine', 'avt'], ['amiodarone', 'torsade de pointes'], ['disopyramide', 'torsade de pointes'], ['quinidine', 'torsade de pointes']]"
"a 57-year-old woman presented with a 3-week history of dysphagia for solids, 6 months after starting treatment with nifedipine.","[['nifedipine', 'dysphagia']]","[['nifedipine', 'dysphagia for solids']]"
a case of timolol-associated heart failure in a 73-year old white man is reported.,"[['timolol', 'heart failure']]","[['timolol', 'heart failure']]"
"acute intravascular hemolysis developed when a diabetic patient, previously treated with glyburide, was started on another oral sulfonylurea drug, chlorpropamide.","[['chlorpropamide', 'glyburide', 'hemolysis']]","[['chlorpropamide', 'acute intravascular hemolysis'], ['glyburide', 'acute intravascular hemolysis']]"
two patients with rheumatoid arthritis developed evidence of hepatotoxicity while receiving d-penicillamine.,"[['d-penicillamine', 'hepatotoxicity']]","[['d-penicillamine', 'hepatotoxicity']]"
tamoxifen retinopathy.,"[['tamoxifen', 'retinopathy']]","[['tamoxifen', 'retinopathy']]"
"after the patient discontinued rifampicin, the skin lesions cleared completely within 5 weeks without any systemic medication.","[['rifampicin', 'skin lesions']]","[['rifampicin', 'skin lesions']]"
we report here a rare case of pleuropericarditis due to methotrexate.,"[['methotrexate', 'pleuropericarditis']]","[['methotrexate', 'pleuropericarditis']]"
encephalopathy and seizures induced by intravesical alum irrigations.,"[['alum', 'encephalopathy'], ['alum', 'seizures']]","[['alum', 'encephalopathy'], ['alum', 'seizures']]"
"we stress the potential of benzarone to cause hepatotoxicity, which usually resembles severe chronic active hepatitis.","[['benzarone', 'hepatotoxicity']]","[['benzarone', 'hepatotoxicity'], ['benzarone', 'severe chronic active hepatitis']]"
"we report a case of severe anemia, which responded well to steroid therapy, in a patient receiving il-2 plus ifn-alpha for metastatic renal cell carcinoma.","[['il-2', 'anemia'], ['ifn-alpha', 'anemia']]","[['ifn-alpha', 'severe anemia'], ['il-2', 'severe anemia']]"
the increased libido disappeared after fluvoxamine was discontinued.,"[['fluvoxamine', 'increased libido']]","[['fluvoxamine', 'increased libido']]"
peripheral nervous system disturbances caused by cytosine arabinoside have rarely been reported.,"[['cytosine arabinoside', 'peripheral nervous system disturbances']]","[['cytosine arabinoside', 'peripheral nervous system disturbances']]"
"results: brimonidine was observed to cause iop elevation, confirmed on rechallenge, scoring 8 (strong probability) on an adverse drug reaction probability score.","[['brimonidine', 'iop elevation']]","[['brimonidine', 'iop elevation']]"
"on the fifth day after administration of a high dose of ara-c (2 g/m2 intravenously every 12 hours), she developed bullous lesions on the hands and soles that disseminated, evolving to necrosis, sepsis, and death on the 22nd day.","[['ara-c', 'bullous lesions']]","[['ara-c', 'bullous lesions on the hands and soles that disseminated, evolving to necrosis'], ['ara-c', 'death'], ['ara-c', 'sepsis']]"
an 11-year-old boy developed a severe enteropathy 2 years after initiation of clofazimine treatment for graft-versus-host disease.,"[['clofazimine', 'enteropathy']]","[['clofazimine', 'severe enteropathy']]"
we present a case of photo-onycholysis in a patient treated with doxycycline for acne vulgaris.,"[['doxycycline', 'photo-onycholysis']]","[['doxycycline', 'photo-onycholysis']]"
one patient developed large intramural esophageal hematoma as a complication of heparin therapy.,"[['heparin', 'large intramural esophageal hematoma']]","[['heparin', 'large intramural esophageal hematoma']]"
"on the other hand, aspirin may have promoted the enlargement of spontaneous hemorrhage from meningioma.","[['aspirin', 'hemorrhage']]","[['aspirin', 'enlargement of spontaneous hemorrhage']]"
"to our knowledge, this is the first case of spontaneous remission of mtx-associated gastric lpd after discontinuation of mtx therapy.","[['mtx', 'gastric lpd']]","[['mtx', 'gastric lpd']]"
"we report an allogeneic bone marrow transplant recipient who developed cmv infection refractory to sequential therapy with ganciclovir, foscarnet, and cidofovir.","[['cidofovir', 'cmv infection'], ['foscarnet', 'cmv infection'], ['ganciclovir', 'cmv infection']]","[['cidofovir', 'cmv infection'], ['foscarnet', 'cmv infection'], ['ganciclovir', 'cmv infection']]"
background: we describe the ophthalmic features and clinical course of two cases of acute syphilitic posterior placoid chorioretinitis (asppc) that developed after intravitreal triamcinolone acetonide (ivta) injection.,"[['triamcinolone acetonide', 'asppc']]","[['ivta', 'acute syphilitic posterior placoid chorioretinitis'], ['triamcinolone acetonide', 'acute syphilitic posterior placoid chorioretinitis'], ['ivta', 'asppc'], ['triamcinolone acetonide', 'asppc']]"
sensorimotor polyneuropathy with 5-aminosalicylic acid: a case report.,"[['5-aminosalicylic acid', 'sensorimotor polyneuropathy']]","[['5-aminosalicylic acid', 'sensorimotor polyneuropathy']]"
verapamil in effort-induced angina pectoris in patients with normal coronary arteries.,"[['verapamil', 'effort-induced angina pectoris']]","[['verapamil', 'angina pectoris']]"
prior neurologic illness or cns insult of any kind is known to increase the vulnerability to neurotoxicity of lithium.,"[['lithium', 'neurotoxicity']]","[['lithium', 'neurotoxicity']]"
introduction: we describe the neurointensive care (nic) management of a patient with severe cerebral swelling and raised intracranial pressure (icp) after severe sodium valproic acid (vpa) intoxication.,"[['sodium valproic acid', 'cerebral swelling'], ['sodium valproic acid', 'raised intracranial pressure']]","[['sodium valproic acid', 'raised intracranial pressure'], ['vpa', 'raised intracranial pressure'], ['sodium valproic acid', 'severe cerebral swelling'], ['vpa', 'severe cerebral swelling']]"
acute reversible ataxo-myoclonic encephalopathy with flecainide therapy.,"[['flecainide', 'ataxo-myoclonic encephalopathy']]","[['flecainide', 'acute reversible ataxo-myoclonic encephalopathy']]"
reversible mr imaging and mr spectroscopy abnormalities in association with metronidazole therapy.,"[['metronidazole', 'reversible mr imaging and mr spectroscopy abnormalities']]","[['metronidazole', 'reversible mr imaging and mr spectroscopy abnormalities']]"
propecia-associated bilateral cataract.,"[['propecia', 'bilateral cataract']]","[['propecia', 'bilateral cataract']]"
a case of severe visual loss following a single dose of vincristine is described.,"[['vincristine', 'severe visual loss']]","[['vincristine', 'severe visual loss']]"
methods: a 68-year-old man developed intense conjunctival hyperemia and cystoid macula edema after switching from latanoprost to bimatoprost 9 months after cataract surgery in an eye at low-risk for this cystoid macular edema.,"[['bimatoprost', 'cystoid macula edema'], ['latanoprost', 'cystoid macula edema']]","[['bimatoprost', 'cystoid macula edema'], ['latanoprost', 'cystoid macula edema'], ['bimatoprost', 'cystoid macular edema'], ['latanoprost', 'cystoid macular edema'], ['bimatoprost', 'intense conjunctival hyperemia'], ['latanoprost', 'intense conjunctival hyperemia']]"
